timestamp,date,agv_id,task_type,duration,target_node
1771490033,2026-02-19,AGV_02,pickup,106,109
1771490033,2026-02-19,AGV_02,pickup,190,106
1771490033,2026-02-19,AGV_02,pickup,84,121
1771490033,2026-02-19,AGV_01,delivery,138,109
1771490033,2026-02-19,AGV_02,return,220,105
1771490033,2026-02-19,AGV_02,return,186,112
1771490033,2026-02-19,AGV_02,delivery,69,121
1771490033,2026-02-19,AGV_02,pickup,271,106
1771490033,2026-02-19,AGV_02,pickup,276,121
1771490033,2026-02-19,AGV_01,return,205,112
1771490037,2026-02-19,AGV_01,pickup,102,107
1771490037,2026-02-19,AGV_02,pickup,256,121
1771490037,2026-02-19,AGV_02,pickup,212,109
1771490037,2026-02-19,AGV_02,delivery,98,107
1771490037,2026-02-19,AGV_02,pickup,139,107
1771490037,2026-02-19,AGV_01,delivery,53,106
1771490037,2026-02-19,AGV_02,return,63,121
1771490037,2026-02-19,AGV_02,delivery,260,105
1771490037,2026-02-19,AGV_01,pickup,82,107
1771490037,2026-02-19,AGV_02,pickup,89,111
1771490038,2026-02-19,AGV_01,pickup,150,109
1771490038,2026-02-19,AGV_02,delivery,133,106
1771490038,2026-02-19,AGV_01,pickup,235,110
1771490038,2026-02-19,AGV_02,return,222,109
1771490038,2026-02-19,AGV_02,return,289,110
1771490038,2026-02-19,AGV_01,delivery,172,106
1771490038,2026-02-19,AGV_01,return,269,106
1771490038,2026-02-19,AGV_02,return,259,110
1771490038,2026-02-19,AGV_01,pickup,241,107
1771490038,2026-02-19,AGV_02,pickup,53,109
1771490049,2026-02-19,AGV_02,pickup,208,111
1771490049,2026-02-19,AGV_01,return,73,107
1771490049,2026-02-19,AGV_02,delivery,32,111
1771490049,2026-02-19,AGV_01,pickup,66,110
1771490049,2026-02-19,AGV_01,return,107,121
1771490049,2026-02-19,AGV_01,pickup,33,111
1771490049,2026-02-19,AGV_02,pickup,264,111
1771490049,2026-02-19,AGV_01,return,87,107
1771490049,2026-02-19,AGV_02,return,202,106
1771490049,2026-02-19,AGV_01,return,129,107
1771490052,2026-02-19,AGV_01,pickup,294,112
1771490052,2026-02-19,AGV_01,pickup,48,110
1771490052,2026-02-19,AGV_01,return,228,106
1771490052,2026-02-19,AGV_02,pickup,39,106
1771490052,2026-02-19,AGV_02,pickup,184,110
1771490052,2026-02-19,AGV_02,pickup,128,110
1771490052,2026-02-19,AGV_02,return,45,110
1771490052,2026-02-19,AGV_01,return,121,112
1771490052,2026-02-19,AGV_02,delivery,118,105
1771490052,2026-02-19,AGV_02,pickup,72,105
1771490053,2026-02-19,AGV_02,delivery,39,109
1771490053,2026-02-19,AGV_01,delivery,116,107
1771490053,2026-02-19,AGV_01,return,75,110
1771490053,2026-02-19,AGV_02,pickup,68,109
1771490053,2026-02-19,AGV_01,pickup,252,105
1771490053,2026-02-19,AGV_01,pickup,47,106
1771490053,2026-02-19,AGV_01,return,133,110
1771490053,2026-02-19,AGV_02,delivery,44,109
1771490053,2026-02-19,AGV_01,return,137,106
1771490053,2026-02-19,AGV_02,pickup,108,121
1771490054,2026-02-19,AGV_01,delivery,112,121
1771490054,2026-02-19,AGV_01,return,75,105
1771490054,2026-02-19,AGV_02,delivery,250,121
1771490054,2026-02-19,AGV_02,delivery,95,107
1771490054,2026-02-19,AGV_02,return,81,105
1771490054,2026-02-19,AGV_02,delivery,100,107
1771490054,2026-02-19,AGV_02,pickup,113,110
1771490054,2026-02-19,AGV_01,return,50,111
1771490054,2026-02-19,AGV_02,return,51,121
1771490054,2026-02-19,AGV_01,delivery,62,111
1771490054,2026-02-19,AGV_01,return,112,105
1771490054,2026-02-19,AGV_02,pickup,288,106
1771490054,2026-02-19,AGV_01,delivery,73,112
1771490054,2026-02-19,AGV_02,return,233,106
1771490054,2026-02-19,AGV_02,delivery,83,121
1771490054,2026-02-19,AGV_01,delivery,77,105
1771490054,2026-02-19,AGV_02,pickup,174,106
1771490054,2026-02-19,AGV_02,delivery,273,110
1771490054,2026-02-19,AGV_01,return,253,107
1771490054,2026-02-19,AGV_02,return,265,121
1771490055,2026-02-19,AGV_01,pickup,175,111
1771490055,2026-02-19,AGV_01,delivery,217,121
1771490055,2026-02-19,AGV_02,delivery,101,121
1771490055,2026-02-19,AGV_02,delivery,198,109
1771490055,2026-02-19,AGV_01,delivery,168,110
1771490055,2026-02-19,AGV_01,return,215,121
1771490055,2026-02-19,AGV_01,pickup,245,110
1771490055,2026-02-19,AGV_01,pickup,276,106
1771490055,2026-02-19,AGV_01,delivery,245,105
1771490055,2026-02-19,AGV_01,pickup,165,121
1771490055,2026-02-19,AGV_02,pickup,299,111
1771490055,2026-02-19,AGV_02,delivery,75,109
1771490055,2026-02-19,AGV_02,delivery,34,105
1771490055,2026-02-19,AGV_01,pickup,212,105
1771490055,2026-02-19,AGV_01,return,53,107
1771490055,2026-02-19,AGV_01,delivery,35,107
1771490055,2026-02-19,AGV_02,return,206,109
1771490055,2026-02-19,AGV_02,delivery,210,111
1771490055,2026-02-19,AGV_01,return,277,111
1771490055,2026-02-19,AGV_01,delivery,41,121
1771490055,2026-02-19,AGV_02,pickup,80,106
1771490055,2026-02-19,AGV_02,return,51,107
1771490055,2026-02-19,AGV_01,delivery,118,121
1771490055,2026-02-19,AGV_02,return,276,112
1771490055,2026-02-19,AGV_01,pickup,148,121
1771490055,2026-02-19,AGV_02,return,146,109
1771490055,2026-02-19,AGV_01,pickup,57,109
1771490055,2026-02-19,AGV_02,return,48,121
1771490055,2026-02-19,AGV_02,pickup,241,110
1771490055,2026-02-19,AGV_01,delivery,227,105
1771490055,2026-02-19,AGV_02,return,80,105
1771490055,2026-02-19,AGV_01,pickup,84,105
1771490055,2026-02-19,AGV_01,pickup,160,121
1771490055,2026-02-19,AGV_01,pickup,238,105
1771490055,2026-02-19,AGV_01,delivery,245,105
1771490055,2026-02-19,AGV_01,pickup,92,105
1771490055,2026-02-19,AGV_01,return,273,109
1771490055,2026-02-19,AGV_01,return,72,111
1771490055,2026-02-19,AGV_01,pickup,149,105
1771490055,2026-02-19,AGV_02,pickup,108,121
1771490056,2026-02-19,AGV_01,pickup,237,111
1771490056,2026-02-19,AGV_02,return,60,121
1771490056,2026-02-19,AGV_02,pickup,92,110
1771490056,2026-02-19,AGV_01,delivery,264,112
1771490056,2026-02-19,AGV_01,delivery,62,107
1771490056,2026-02-19,AGV_02,delivery,163,110
1771490056,2026-02-19,AGV_02,return,78,121
1771490056,2026-02-19,AGV_02,delivery,150,106
1771490056,2026-02-19,AGV_01,pickup,140,107
1771490056,2026-02-19,AGV_01,delivery,91,112
1771490056,2026-02-19,AGV_01,pickup,144,106
1771490056,2026-02-19,AGV_01,pickup,57,111
1771490056,2026-02-19,AGV_02,pickup,113,112
1771490056,2026-02-19,AGV_02,return,201,105
1771490056,2026-02-19,AGV_01,pickup,56,121
1771490056,2026-02-19,AGV_01,delivery,84,105
1771490056,2026-02-19,AGV_02,return,47,106
1771490056,2026-02-19,AGV_02,delivery,272,112
1771490056,2026-02-19,AGV_01,delivery,237,110
1771490056,2026-02-19,AGV_02,pickup,90,112
1771490056,2026-02-19,AGV_02,pickup,91,110
1771490056,2026-02-19,AGV_02,delivery,47,111
1771490056,2026-02-19,AGV_01,pickup,125,107
1771490056,2026-02-19,AGV_01,pickup,72,107
1771490056,2026-02-19,AGV_02,delivery,42,107
1771490056,2026-02-19,AGV_02,delivery,43,105
1771490056,2026-02-19,AGV_02,pickup,115,106
1771490056,2026-02-19,AGV_01,pickup,254,121
1771490056,2026-02-19,AGV_01,delivery,155,121
1771490056,2026-02-19,AGV_01,delivery,152,105
1771490056,2026-02-19,AGV_02,pickup,237,112
1771490056,2026-02-19,AGV_01,return,115,109
1771490056,2026-02-19,AGV_02,return,135,109
1771490056,2026-02-19,AGV_02,return,270,109
1771490056,2026-02-19,AGV_02,pickup,286,110
1771490056,2026-02-19,AGV_02,return,130,107
1771490056,2026-02-19,AGV_02,pickup,226,112
1771490056,2026-02-19,AGV_01,return,184,106
1771490056,2026-02-19,AGV_01,delivery,278,107
1771490056,2026-02-19,AGV_02,return,256,107
